 	Issue
The section does not by itself provide any procedure of either hearing or of giving the notice to the persons affected, or there being opportunity of being heard being given to the concerned persons or person before determination of the portion of the expenditure which the Bangalore Development Authority has to incur with reference to those schemes or works to be levied thereunder.	None
The Division Bench relied upon the ratio in Ram Krishna Dalmia v. Shri Justice S.R. Tendolkar and Ors.	None
AIR 1958 SC 538 , Jyoti Pershad v. The Administrator for The Union Territory of Delhi, AIR 1961 SC 1602 Devi Das Gopal Krishnan v. State of Punjab, AIR 1967 SC 1895 , State of Kerala v. M s. Travancore Chemicals and Manufacturing Company (1998) 8 SCC 188 and observed In the present case, subsection (5A) of Section 32 of the Act, does not appear to provide any guidelines so as to determine as to what exact portion of the expenditure should the applicant be required to deposit.	None
No doubt, the entire expenditure cannot be fastened on the applicant.	None
It does not provide any guidelines in this regard.	None
It does not provide the portion of the amount the applicant maybe required to deposit shall bear any percentage on the basis of enjoyment of the benefit by the applicant or the applicant likely to enjoy the benefit qua enjoyment by total area or its population.	None
It also does not provide that the applicant before being required to pay will have opportunity of disputing that claim and challenging the correctness of the portion proposed by the authority to be fastened on him.	None
Really the section appears to confer unbridle powers without providing any guide lines or guidance in that regard.	None
The section also does not provide any remedy against the order of authority under Section 32(5) of the Act.	None
The learned counsel for the respondents contended that there is remedy against the order of the authority under Section 63 of the Act by way of revision to the Government which may consider the legality or propriety of the order or proceedings.	Arguments of Respondent
In our opinion, this contention of the learned Counsel is without substance.	Arguments of Respondent
In view of the Non obstante clause contained in subsection (5A) of Section 32 of the Act which provides that exercise of that power and it may result in or it may cause irrational discrimination between the same set of persons and the persons maybe deprived of their properties in the form of money by the exercise of sweet will and the unbridled discretion of the authority concerned.	Arguments of Respondent
In our view this provision as it confers unbridle and uncontrolled power on the authority as such it may enable unequal and discriminatory treatment to be accorded to the persons and it may enable the authority to discriminate among the persons similarly situated.	Arguments of Respondent
Tested by the yardstick of the principle laid down in Sri Rama Krishna Dalmias case reported in A.I.R.1958 Supreme Court 538 and Shri Jyothi Pershads case reported in A.I.R. 1961 Supreme Court 1602.	Arguments of Respondent
We find that the provision of subsection (5A) of Section 32 of the Bangalore Development Act, 1976 suffers from vice of discrimination and has tendency to enable the authority to discriminate and as such hit by Article 14 of the Constitution.	Arguments of Respondent
The Division Bench finally concluded that the demand made by the BDA with the support of Section 32(5A) is illegal and without jurisdiction and accordingly allowed the writ petitions.	None
At this stage, it will be appropriate to mention that during the course of hearing on 2.9.2009, Shri Dushyant Dave, learned senior counsel appearing for one of the respondents stated that a sum of Rs.300 crores (approximately) has been collected by the BDA from the House Building Societies in lieu of sanction of their layouts and substantial amount from the allottees of the sites of the layouts developed by it between 19841992 and this, by itself, was sufficient to prove that the exercise of power by the BDA under Section 32 (5A) of the 1976 Act is arbitrary.	None
After considering the statement made by Shri Dave, the Court directed the Commissioner and or Secretary of the BDA to file a detailed and specific affidavit giving the particulars of contribution made by the BDA towards the Cauvery Scheme and the amount demanded and or collected from those who applied for sanction of the private layouts as also the allottees of the sites in the BDA layouts.	None
In compliance of the Courts direction, Shri Siddaiah, the then Commissioner, BDA, filed affidavit dated 11.11.2009, paragraphs 2 to 5 of which are extracted below The Government of Karnataka formed the Cauvery Water IIIrd Stage Scheme in 1984.	None
However, the Government directed the Bangalore Development Authority to contribute Rs.	None
Thirty crores towards the Cauvery Water IIIrd Stage Scheme by its order No.	None
HUD 97 MNI 81, Bangalore dated 25th March, 1987.	None
The Bangalore Development Authority started collecting Cauvery Water Cess from 1988.	None
However, the Government by its order No. UDD 151 Bem.	None
Aa.	None
Se 2005, dated 03.05.2005 directed the Bangalore Development Authority to stop collection of the Cauvery Water Cess and Ring Road Cess and MRTS Cess.	None
A copy of the order of the Government Order dated 03.05.2005 directing not collect any cess referred above is produced herewith as AnnexureA. The BDA has charged and collected the Cauvery water cess between 1988 and 2005.	None
The Cauvery Water cess collected by the BDA is periodically transferred to the Bangalore Water Supply and Sewerage Board (BWSSB).	None
The chart showing year wise payments made to BWSSB towards the Cauvery Water Cess from 1988 till 2005 is produced herewith as AnnexureB. The payment chart shows the amount collected towards the Cauvery Water Cess and paid to BWSSB.	None
The chart shows that a total sum of Rs. 34.55 crores are collected from 1988 to April 2005.	None
The sum of Rs.34.55 crores collected is in respect of both private layouts as well as Bangalore Development Authority sites.	None
The entire money collected towards the Cauvery Water Cess has been paid to the Bangalore Water Supply Sewerage Board, Bangalore as stated above.	None
Similarly, the collection towards the Ring Road Cess from the year 199293 and the collections were made up to 200506.	None
The total sum collected is Rs.15.15 crores.	None
The yearwise chart showing the collection of Ring Road Cess is produced herewith as AnnexureC. The Ring Road Cess is collected only from the private layouts.	None
With regard to certain averments made in W.P. No. 11144/1993 with regard to estimated collection of Cauvery Water Cess, it is submitted that the estimates are far from accurate.	None
It is just a guess work.	None
The averments made therein that the Government has acquired around 10,000 acres towards the private societies will not be within the knowledge of the Bangalore Development Authority, because the Government does not seek the opinion or consent of BDA before acquiring land for a private layout.	None
The private layouts within the limits of BDA have to apply to BDA for approval of a private under Section 32 of BDA Act.	None
From 1984 till 2005, 194 applications for approval of private layouts were received and were approved by the Bangalore Development Authority involving about an extent of 5668 acres and 15 3/4th gunthas (five thousand six hundred and sixtyeight acres and fifteen and three fourth gunthas).	None
However, Cauvery Water Cess and Ring Road Cess are levied and collected as stated above from 1988 and 2005 respectively.	None
The submissions made in the Writ Petition to the contrary are speculative.	None
Similarly, the averments in the W.P. that the Bangalore Development Authority would collect about 300 crores are speculative.	None
It is submitted with respect after the directions of the Government in 2005, all the above collections have been stopped.	None
Hence, this affidavit.	None
BANGALOREDEVELOPMENT AUTHORITY BANGALORE THE COLLECTION OF CAUVERY WATER CESS PAID TO BWSSB AS MENTIONED BELOW (INR in Lakh) SL No.CHEQUE NO.DATEAMOUNT FROM FEB 1988 TO APRIL 19922,130.00 2.7059082.11.1996150.00	None
3.71809321.1.1997100.00 4.73730315.3.1997100.00 5.7530866.7.1997100.00 6.75644930.12.1997150.00 7.65000218.3.199850.00 8.75966420.7.199850.00 9.50244122.1.199950.00 10.76986215.9.199975.00 11.6530664.6.	None
2005500.00 TOTAL3,455.00 (Rupees Thirty Four Crores and Fifty Five Lakh)	None
Sd  Accounts Officer BDA, Bangalore ANNEXUREII YEAR WISE RING ROAD CESS YEARCOLLECTIONSCHARGED TO RINGBALANCE ROAD EXPEND.	None
19929363.3963.39 (Feb 93 on wards) 1993 94183.89183.89	None
199495217.87217.87 199596331.14331.14 199697162.08162.08 199798180.79180.79 19889984.2384.23 19990050.4950.49 20000119.4819.48 2001020.300.30 2002037.347.34 200304 200405 200506214.27214.27 TOTAL1,515.271,515.27 Letter dated 03.05.2005 of the State Government, which is enclosed with the affidavit of Shri Siddaiah, is also reproduced below GOVERNMENT OF KARNATAKA UDD.151.BAN.2005	None
Karnataka Secretariat Multistoried Building Bangalore Dated 03.05.2005	None
Sub Ring Road Cess, Augmentation Cess (Cauvery Water Cess) MRTS Cess.	None
Ref Government Circular No. 249 of 2001 dated 20.09.2003.	None
In the above circular referred above, the Government has withdrawn all earlier orders and decided that henceforth Ring Road Cess, Augmentation Cess (Cauvery Water Cess) MRTS Cess should not be levied.	None
Even so some Corporations, Municipalities and Authorities are charging the above cess.	None
Therefore, until a decision is taken at the level of the Government about the above stated subject and until further directions, Ring Road Cess, Augmentation Cess (Cauvery Water Cess)	None
MRTS Cess should not be charged.	None
Hence this order.	None
Sd 03.05.2005 R. Ilakal) Addl.	None
Secretary, Govt. of Karnataka Urban Development	None
Thereafter, Shri Anand R.H., President of the Bank Officers and Officials House Building Cooperative Society Limited filed detailed affidavit dated 08.03.2010, paragraphs 2 to 7 whereof are reproduced below I submit that this Honble Court by order dated 02.09.2009 had directed the Commissioner and or Secretary of Appellant Bangalore Development Authority (BDA for short) to file a detailed and specific affidavit stating therein the total contribution made by the BDA towards Cauvery Water Supply Scheme Stage III and the amount demanded and or collected from those who applied for sanction of private layouts as also the allottees of the sites in the layouts prepared by the BDA itself.	None
I say that the BDA has deliberately not at all disclosed the material facts i) the total number of the Housing Societies and others who applied for sanction of layouts including private layouts ii) the amount BDA has demanded from the Housing Societies and others who have applied for sanction of layouts and private layouts iii) the total number of sites formed in the layouts formed by the BDA and allotted to the public the total amount demanded and collected from the allottees of the sites in the layouts formed by BDA itself v) as per Government order dated 25.03.1987 the BDA was empowered to levy and collect amount towards the Cauvery Water Supply Scheme also from the Applicants who apply for change in land use and for formation of Group Housing other major developments and for formation of Private Layouts.	None
The BDA has not disclosed the details of such Applicants or the amount recovered from them in terms of the Government order dated 25.03.1987.	None
I say that in the affidavit under reply the BDA has stated that it has approved layouts involving about an extent of 5668 acres and 15 guntas from 1984 till 2005.	None
The extent of area involved in respect of each of the Societies is more than 10 acres in each layout.	None
In terms of the Government Order the BDA has demanded towards the Cauvery Water Supply Scheme at the rate of Rs. 3,00,000/ (Rupees Three Lakhs Only) per acre.	None
Therefore, at a conservative estimate the BDA has raised demand of more than Rs. 170/ crores (5668 x Rs. 3 lakhs).	None
This amount pertains to only Housing Societies.	None
As stated above the BDA has not disclosed the total number of layouts formed by it and the total number of site allotted in the said layouts to its allottees.	None
I say that the BDA has in its officials site http www.bdabangalore.org layout.htm has furnished the layout information till 2007 which information has been downloaded from the internet by the deponent.	None
As per the information published by the BDA itself it has formed 62 layouts and has made allotments of about 2 lakh sites to general public.	None
It is also stated therein that in the last one decade more than 10 new layouts have been added to the growing city of Bangalore by BDA as under	None
BANASHANKARI 6TH STAGE  743 acres land acquired for phase3 Banashankari 6th Stage and Anjanapura Further Extension in Uttarahalli Hobli, Bangalore South Taluk, 5000 sites allotted in September 2002.	None
BANASHANKARI 6TH STAGE FURTHER EXTENSION  750 acres land acquired in Uttarahalli Hobli, Bangalore South Taluk, 5800 allotted during January 2004.	None
SIR. M. VISWESHWARAYA LAYOUT  1337 acres and 22 guntas of land acquired for SMV Layout allotted 10,000 sites during March 2003.	None
SIR. M. VISWESHWARAYA LAYOUT FURTHER EXTENSION  510 acres land acquired, 4200 allotted during January, 2004.	None
It is near Kengeri Hobli.	None
HSR Layout is on the SouthEastern part of the city closer to Electronic City and Outer Ring Road.	None
It is one among the prestigious layouts of BDA.	None
A total of 9900 sites have been allotted in HSR Layout during 1986 to 88, 92, 95 and 99.	None
Sir. M. Visweswaraya Nagar Layout is in the Western part of the city.	None
In SMV Layout we have allotted 17, 624 sites 6 x 9  4445 9 x 12  7368 12 x 18  4167 15 x 24  1644 In SMV Further Extension we have allotted 3615 sites.	None
In Anjanpura Further Extension we have allotted 7340 sites 6 x 9  1835 9 x 12  3305 12 x 18  1335 15 x 24  365 In Arkavathi Layout, in the 1st Phase 1710 sites and in the 2nd phase 8314 sites of different dimensions.	None
A total of 3664 (30x40) dimension sites have been allotted totally at the rate of Rs. 2100 sq. mtrs.	None
Name of theLocationNo. of sites formed NolayoutIntermediateCornerTotalNo.	None
of sites Allotted 1BSK 6th StageSouth part of1552023791789915520 2 the city with517581659915175 approach road from Kengeri Road AnjanapuraSouth part of542482962535424 Township 1 to 8ththe city with434068350234340	None
Blockapproach road from Kanakapura Road.	None
Biggest Layout formed in recent years SMV LayoutWest part of96961764114609696 SMV furtherthe city with361565042653615	None
extensionapproach200008600286008813 Arkavathroad from Nagarabhavi Road True copy of the layout information published by BDA in its official website http www.bdabangalore.org layout.htm as at 2007 is filed as ANNEXURE A1 to this affidavit.	None
The true typed copy of Annexure A1 is filed as ANNEXURE A 2.	None
I say that if the total number of sites allotted by the BDA in the layout formed by it if taken as 2 lakhs sites as stated in the BDA publication the amount levied and collected by BDA from such allottees will come to Rs. 200 crores (2,00,00,000 x Rs. 10,000/).	None
As stated in the BDA publication in the last decade itself more than 73503 sites have been allotted by the BDA in the layouts formed by itself.	None
The amount levied and collected by the BDA from these allottees in the last one decade at the rate of Rs. 10,000/ per site in terms of the Government Order dated 25.03.1987 towards the Cauvery Water Supply Scheme itself will come to Rs. 73,50,30,000/ (Rs.10,000 per site x 73503 sites).	None
I say that apart from the amount levied and collected by BDA from the above mentioned Applicants, the BDA must have collected the amount towards the Cauvery Water Supply Scheme from the Applicants who applied for change in land use and for formation of Group Housing other major developments and for formation of Private Layouts at the rate as prescribed in the Government Order dated 25.03.1987.	None
I say that the facts and figures disclosed above is based on the averments made in the affidavit filed by BDA and the information official from the official website of BDA http www.bdabangalore.org	None
layout.htm and I believe the same to be correct.	None
Therefore, it is apparent that the BDA has demanded more than Rs.370 crores from the societies whose layouts have been approved by BDA (Rs. 170 crores) and from its allottees (Rs. 200 crores) excluding the Applicants who applied for change in land use and for formation of Group Housing other major developments and for formation of Private Layouts.	None
I say that apart from the fact that the BDA is not empowered to levy and collect the amount towards Cauvery Water Supply Scheme and without prejudice to the submission that the provisions of Section 32(5A) of the BDA Act is ultra vires the Constitution and without prejudice to rights and contentions raised in the Civil Appeal even assuming that the BDA could levy and collect the amount towards Cauvery Water Supply Scheme, the BDA could collect only Rs. 30 crores.	None
The BDA has however demanded the payment towards Cauvery Water Supply Scheme in excess of over Rs. 370 crores from the Housing Societies and its own allottees apart from the demand made from the Applicants who applied for change in land use and for formation of Group Housing other major developments and for formation of Private Layouts which facts have not been disclosed by the BDA.	None
The entire information pertaining to the demand and collection of the funds towards Cauvery Water Supply Scheme is available with BDA but has been deliberately withheld.	None
In any event even according to the affidavit filed by the BDA it has collected Rs.34.55 crores as against the limit of Rs. 30 crores which it could collect under the Government Order.	None
Therefore, the amount collected is far in excess of its limit.	None
On this ground also the demand raised against the Respondent Societies is illegal and without authority of law.	None
We shall first deal with the question whether the area in which the respondents have formed layouts fall within the Bangalore Metropolitan Area.	Issue
In the impugned order, the Division Bench has recorded brief reasons for negating the respondents challenge to Notification dated 1.3.1988.	None
The conclusion recorded by the Division Bench and similar view expressed by another Division Bench of the High Court in the Commissioner, Bangalore Development Authority v. State of Karnataka ILR 2006 KAR 318 will be deemed to have been approved by the three Judge Bench of this Court in Bondu Ramaswamy v. Bangalore Development Authority (2010) 7 SCC 129 , which referred to Notifications dated 1.11.1965 and 13.3.1984 issued under Section 4A(1) of the Town Planning Act and Notification dated 1.3.1988 issued under Section 2(c) of the 1976 Act and observed A careful reading of the Notification dated 131988 would show that the clear intention of the State Government was to declare the entire area declared under the Notification dated 1111965 and the Notification dated 1331984, together as the Bangalore Metropolitan Area.	None
The Notification dated 131988 clearly states that the entire area situated within the boundaries indicated in Schedule II to the Notification dated 1331984 was the area for the purpose of Section 2(c) of the BDA Act.	None
There is no dispute that the boundaries indicated in Schedule II to the Notification dated 1331984 would include not only the villages enumerated in First Schedule to the Notification dated 1331984 but also the area that was declared as planning area under the Notification dated 1111965.	None
This is because the areas declared under Notification dated 1111965 are the core area (Bangalore City) and the area surrounding the core area that is 218 villages forming the first concentric circle and the area declared under the Notification dated 133 1984 (325 villages) surrounding the area declared under the Notification dated 1111965 forms the second concentric circle.	None
Therefore, the boundaries of the lands declared under the Notification dated 1331984, would also include the lands which were declared under the Notification dated 1111965 and therefore, the 16 villages which are the subject matter of the impugned acquisition, are part of the Bangalore Metropolitan Area.	None
The learned counsel for the appellants contended that the note at the end of Second Schedule to the Notification dated 1331984 excluded the Bangalore City Planning Area declared under the Notification dated 1111965.	Arguments of Petitioner
As the planning area that was being declared under the Notification dated 1331984 was in addition to the area that was declared under the Notification dated 1111965, it was made clear in the note at the end of the Notification dated 1331984 that the area declared under the Notification dated 1111965 is to be excluded.	Arguments of Petitioner
The purpose of the note was not to exclude the area declared under the Notification dated 1111965 from the local planning area.	Arguments of Petitioner
The intention was to specify what was being added to the local planning area declared under the Notification dated 1111965.	Arguments of Petitioner
But in the Notification dated 131988, what is declared as the Bangalore Metropolitan Area is the area, that is, within the boundaries indicated in Schedule II to the Notification dated 1331984, which as noticed above is the area notified on 1111965 as also the area notified on 1331984.	Arguments of Petitioner
The note in the Notification dated 1331984 was only a note for the purposes of the Notification dated 1331984 and did not form part of the Notification dated 131988.	Arguments of Petitioner
There is therefore no doubt that the intention of the State Government was to include the entire area within the boundaries described in Schedule II, that is, the area declared under the two Notifications dated 1111965 and 1331984, as the Bangalore Metropolitan Area.	Arguments of Petitioner
In fact ever since 1988 everyone had proceeded on the basis that the Bangalore Metropolitan Area included the entire area within the boundaries mentioned in Schedule II to the Notification dated 1331984.	None
Between 1988 and 2003, BDA had made several development schemes for the areas in the first concentric circle around Bangalore City (that is, in the 218 villages described in First Schedule to the Notification dated 1111965) and the State Government had sanctioned them.	None
None of those were challenged on the ground that the area was not part of Bangalore Metropolitan Area.	None
The Bench then considered the argument that the language of notification dated 1.3.1988 cannot lead to a conclusion that the areas specified in the Schedule were made part of the Bangalore Metropolitan Area, referred to the doctrine of casus omissus, the judgment of the Constitution Bench in Padma Sundara Rao v. State of T. N. (2003) 5 SCC 533 and proceeded to observe Let us now refer to the wording and the ambiguity in the notification.	None
Section 2(c) of the BDA Act makes it clear that the city of Bangalore as defined in the Municipal Corporation Act is part of Bangalore Metropolitan Area.	None
It also makes it clear that the areas where the City of Bangalore Improvement Act, 1945 was in force, is also part of Bangalore Metropolitan Area.	None
It contemplates other areas adjacent to the aforesaid areas being specified as part of Bangalore Metropolitan Area by a notification.	None
Therefore, clearly, the area that is contemplated for being specified in a notification under Section 2(c) is other areas adjacent to the areas specifically referred to in Section 2(c).	None
But it is seen from the Notification dated 131988 that it does not purport to specify the such other areas adjacent to the areas specifically referred to in Section 2(c), but purports to specify the Bangalore Metropolitan Area itself as it states that it is specifying the areas for the purpose of the said clause.	Arguments of Petitioner
If the notification specifies the entire Bangalore Metropolitan Area, the interpretation put forth by the appellants that only the villages included in Schedule I to the Notification dated 1331984 would be the Bangalore Metropolitan Area, would result in an absurd situation.	None
Obviously the city of Bangalore and the adjoining areas which were notified under the City of Bangalore Improvement Act, 1945 are already included in the Bangalore Metropolitan Area and the interpretation put forth by the appellants would have the effect of excluding those areas from the Bangalore Metropolitan Area.	None
As stated above, the core area or the inner circle area, that is, Bangalore City, is a part of Bangalore Metropolitan Area in view of the definition under Section 2(c).	None
The 218 villages specified in the Notification dated 1111965 are the villages immediately surrounding and adjoining Bangalore City and it forms the first concentric circle area around the core area of Bangalore City.	None
The 325 villages listed in First Schedule to the Notification dated 1331984 are situated beyond the 218 villages and form a wider second concentric circle around the central core area and the first concentric circle area of 218 villages.	None
That is why the Notification dated 131988 made it clear that the Bangalore Metropolitan Area would be the area within the boundaries indicated in Second Schedule to the Notification dated 1331984.	Arguments of Petitioner
It would mean that the three areas, namely, the central core area, the adjoining 218 villages constituting the first concentric circle area and the next adjoining 325 villages forming the second concentric circle are all included within the Bangalore Metropolitan Area.	None
What is already specifically included by Section 2(c) of the BDA Act cannot obviously be excluded by Notification dated 131988 while purporting to specify the additional areas adjoining to the areas which were already enumerated.	None
Therefore, the proper way of reading the Notification dated 131988 is to read it as specifying 325 villages which are described in the First Schedule to the Notification dated 1331984 to be added to the existing metropolitan area and clarifying that the entire areas within the boundaries of Second Schedule to the Notification dated 1331984 would constitute the Bangalore Metropolitan Area.	Arguments of Petitioner
There is no dispute that the boundaries indicated in the Notification dated 1331984 would clearly include the 16 villages which are the subjectmatter of the acquisition.	None
In view of the judgment in Bondu Ramaswamy v. Bangalore Development Authority (supra), we hold that the villages specified in the schedules appended to Notifications dated 1.11.1965 and 13.3.1984 form part of the Bangalore Metropolitan Area.	None
The question whether the BDA has lost territorial jurisdiction over the area in which the House Building Societies have formed layouts need not be decided because the learned counsel for the respondents did not challenge the observations made by the Division Bench of the High Court.	None
We shall now consider the following core questions(1) whether Section 32(5A) of the 1976 Act is violative of Article 14 of the Constitution(2) whether Section 32(5A) of the 1976 Act suffers from the vice of excessive delegation of legislative power(3) whether the demand of charges under the Cauvery Scheme etc. amounts to tax and is, therefore, ultra vires the provisions of Article 265 of the Constitution and(4) whether the BDA has collected charges from the house building societies and the allottees of sites of the layouts prepared by it far in excess of its contribution towards the Cauvery Scheme, MRTS, etc. Question (1) Shri Altaf Ahmed, learned senior counsel appearing for the BDA and Shri Sanjay R. Hegde, learned counsel for the State of Karnataka argued that Section 32(5A) is not violative of Article 14 of the Constitution inasmuch as it does not operate unequally qua the allottees of the sites of the layouts prepared by the house building societies on the one hand and the BDA layouts on the other hand.	Issue
Learned counsel emphasised that the allottees of sites in the BDA layouts which were carved out after 20.06.1987 have been burdened with the liability to pay charges for the Cauvery Scheme as well as Ring Road and no discrimination has been practiced between the two sets of allottees.	Arguments of Petitioner
Learned senior counsel Shri Altaf Ahmed submitted that even otherwise there is no comparison between the BDA layouts which were formed by spending substantial public funds and the private layouts prepared by the house building societies.	Arguments of Petitioner
Learned counsel referred to the additional affidavit of Shri Siddaiah to show that Rs. 34.55 crores were collected by the BDA between 1988 and 2005 both from the private layouts as well as the BDA sites and the entire amount has been paid to BWSSB in lieu of the BDAs share in the Cauvery Scheme.35.	Arguments of Petitioner
Shri K.K. Venugopal and Shri P. Vishwanatha Shetty, learned senior advocates and Shri R.S. Hegde and other learned counsel appearing for the respondents supported the conclusion recorded by the High Court that Section 32(5A) is violative of Article 14 of the Constitution by emphasizing that the impugned provision has resulted in hostile discrimination between the allottees of sites in the layouts of the house building societies and other people living in the Bangalore Metropolitan Area.	Arguments of Respondent
Learned counsel submitted that while the benefit of the Cauvery Scheme, Ring Road, etc. will be availed by all the residents of the Bangalore Metropolitan Area, the cost of amenities have been loaded exclusively on the allottees of the sites of the private layouts and to some extent the BDA layouts and in this manner similarly situated persons have been discriminated.	Arguments of Respondent
Shri Venugopal referred to the averments contained in paragraphs 4 to 6 of the amendment application filed in Writ Petition No. 11144/1993 to drive home the point that the BDA has loaded its share towards the Cauvery Scheme and Ring Road exclusively on the allottees of the private layouts leaving out the remaining population of the Bangalore Metropolitan Area.36.	Arguments of Respondent
In our view, the High Court committed serious error by recording a finding that Section 32(5A) is discriminatory and violative of Article 14 of the Constitution.	Reasoning
While deciding the issue relating to constitutionality of the Section, the High Court overlooked the wellestablished principle that a statutory provision is presumed to be constitutionally valid unless proved otherwise and burden lies upon the person who alleges discrimination to lay strong factual foundation to prove that the provision offends the equality clause enshrined in the Constitution.	Reasoning
In Charanjit Lal Chowdhuri v. Union of India (1950) 1	None
SCR 869 , this Court enunciated the rule of presumption in favour of constitutionality of the statute in the following words Prima facie, the argument appears to be a plausible one, but it requires a careful examination, and, while examining it, two principles have to be borne in mind  (1) that a law may be constitutional even though it relates to a single individual, in those cases where on account of some special circumstances or reasons applicable to him and not applicable to others, that single individual may be treated as a class by himself (2) that it is the accepted doctrine of the American courts, which I consider to be wellfounded on principle, that the presumption is always in favour of the constitutionality of an enactment, and the burden is upon him who attacks it to show that there has been a clear transgression of the constitutional principles.	None
A clear enunciation of this latter doctrine is to be found in Middleton v. Texas Power and Light Company 248 U.S. 152, 157, in which the relevant passage runs as follows It must be presumed that a legislature understands and correctly appreciates the need of its own people, that its laws are directed to problems made manifest by experience and that its discriminations are based upon adequate grounds.	None
(emphasis supplied)	None
In M.H. Quareshi v. State of Bihar (1959) 1	None
SCR 629 , this Court observed The Courts, it is accepted, must presume that the legislature understands and correctly appreciates the needs of its own people, that its laws are directed to problems made manifest by experience and that its discriminations are based on adequate grounds.	None
It must be borne in mind that the legislature is free to recognise degrees of harm and may confine its restrictions to those cases where the need is deemed to be the clearest and finally that in order to sustain the presumption of constitutionality the Court may take into consideration matters of common knowledge, matters of common report, the history of the times, and may assume every state of facts which can be conceived existing at the time of legislation.	None
In Ram Krishna Dalmia v. Justice S.R. Tendolkar (supra), to which reference has been made in the impugned order, this Court laid down various propositions including the following (b) that there is always a presumption in favour of the constitutionality of an enactment and the burden is upon him who attacks it to show that there has been a clear transgression of the constitutional principles (e) that in order to sustain the presumption of constitutionality the court may take into consideration matters of common knowledge, matters of common report, the history of the times and may assume every state of facts which can be conceived existing at the time of legislation In R.K. Garg v. Union of India (1981) 4 SCC 675 the Constitution Bench reiterated the wellsettled principles in the following words While considering the constitutional validity of a statute said to be violative of Article 14, it is necessary to bear in mind certain well established principles which have been evolved by the courts as rules of guidance in discharge of its constitutional function of judicial review.	None
The first rule is that there is always a presumption in favour of the constitutionality of a statute and the burden is upon him who attacks it to show that there has been a clear transgression of the constitutional principles.	None
This rule is based on the assumption, judicially recognised and accepted, that the legislature understands and correctly appreciates the needs of its own people, its laws are directed to problems made manifest by experience and its discrimination are based on adequate grounds.	None
The presumption of constitutionality is indeed so strong that in order to sustain it, the Court may take into consideration matters of common knowledge, matters of common report, the history of the times and may assume every state of facts which can be conceived existing at the time of legislation.	None
Though, in the writ petitions filed by them, the respondents pleaded that Section 32(5A) is discriminatory, no factual foundation was laid in support of this plea and in the absence of such foundation, the High Court was not at all justified in recording a conclusion that the impugned provision is violative of the equality clause contained in Article 14 of the Constitution.	Reasoning
While examining the issue of hostile discrimination in the context of Section 32(5A), the Court cannot be oblivious of the fact that due to unprecedented increase in the population of the Bangalore City and the policy decision taken by the State Government to encourage house building societies to form private layouts, the BDA was obliged to take effective measures to improve the civic amenities like water supply, electricity, roads, transportation, etc. within the Bangalore Metropolitan Area and for this it became necessary to augment the resources by the BDA itself or through other State agencies instrumentalities by making suitable contribution.	None
It would be a matter of sheer speculation whether in the absence of increase in the population of the Bangalore Metropolitan Area and problems relating to planned development, the legislature would have enacted the 1976 Act and the State and its agencies instrumentalities would have spent substantial amount for augmenting water supply, electricity, transportation and other amenities.	None
However, the fact of the matter is that with a view to cater to the new areas, and for making the concept of planned development a reality qua the layouts of the private House Building Societies and those involved in execution of large housing projects, etc., the BDA and other agencies instrumentalities of the State incurred substantial expenditure for augmenting the water supply, electricity, etc.	None
There could be no justification to transfer the burden of this expenditure on the residents of the areas which were already part of the city of Bangalore.	None
In other words, other residents could not be called upon to share the burden of cost of the amenities largely meant for newly developed areas.	None
Therefore, it is not possible to approve the view taken by the High Court that by restricting the scope of loading the burden of expenses to the allottees of the sites in the layouts developed after 1987, the legislature violated Article 14 of the Constitution.	None
Question (2) Learned senior counsel for the BDA and the counsel appearing for the State assailed the finding recorded by the High Court that Section 32(5A) is a piece of excessive delegation by pointing out that while the sums specified in Section 32(5) are required to be deposited by those intending to form an extension or layout to meet the expenditure for making roads, sidedrains, underground drainage and water supply, lighting etc., the amount required to be deposited under Section 32(5A) is meant for developing the infrastructure necessary for augmenting the supply of water, electricity, construction of roads, etc., which are an integral part of the concept of planned development.	None
Learned counsel emphasised that the policy of the legislation is clearly discernable from the Preamble of the 1976 Act and its provisions in terms of which the BDA is required to ensure planned development of the Bangalore Metropolitan Area.	None
Both, Shri Ahmed and Shri Sanjay R. Hegde submitted that Section 32(5A) does not confer unbridled and unguided power upon the BDA and by using the expression such portion of the expenditure as the Authority may determine towards the execution of any scheme or work for augmenting water supply, electricity, roads and the legislature has provided sufficient guidance for exercise of power by the BDA.	None
In support of this argument, learned counsel relied upon the judgments in Municipal Board, Hapur v. Raghuvendra Kripal and others (1966) 1	None
SCR 950 , Corporation of Calcutta and another v. Liberty Cinema (1965) 2	None
SCR 477 and Bhavesh D. Parish and others v. Union of India and another (2000) 5 SCC 471 .	None
Shri K. K. Venugopal, Shri P. Vishwanatha Shetty, learned senior counsel and other learned counsel appearing for the respondents reiterated the argument made before the High Court that Section 32(5A) suffers from the vice of excessive delegation because the legislature has not laid down any policy for recovery of cost of infrastructure required for augmentation of supply of water, electricity, roads, transportation, etc. Learned senior counsel referred to the averments contained in the amended writ petitions to show that the cost of additional infrastructure is recovered only from those who apply for sanction of private layouts and there is no provision for distribution of liability by creating demand on others including those to whom sites are allotted in the BDA layouts.	None
Shri Venugopal referred to Sections 15 and 16 of the Act to show that the BDA is required to prepare development scheme and execute the same and argued that the cost of the scheme cannot be loaded only on the private layouts.	None
Learned counsel relied upon the judgments in Daymond v South West Water Authority (1976) 1	None
