 	Issue
In his book on Mohammedan Law (Fourth Edition) Volume I, Ammer Ali has said, Any person or whatever creed may create Wakf, but the law requires that the object for which the dedication is made should be lawful according to the creed of the dedicator as well as the Islamic doctrines.	Reasoning
Divine approbation being the essential in the constitution of a Wakf if the object for which a dedication is made is sinful, either according to the laws of Islam or to the creed of the dedicator it would not be valid.	Reasoning
This shows that a non Muslim can also create a Wakf for any purpose which is religious under the Mohammedan Law.	None
However, the object of the Wakf must be lawful according to the religious creed of the maker as well.18.	Reasoning
While dealing with the question whether the land belonging to appellant No.1 is Wakf property and is exempted from acquisition, the learned Single Judge analysed the pleadings and documents produced by the parties, referred to the concept of Wakf propounded by Ammer Ali, outlines of Mohammedan Law by Prof. A.A.A. Fayzee (Chapter IX pg. 274275), the judgments of the Privy Council and various High Courts in Vidya Viruthi v. Baluswami, AIR 1922 PC 123 Mami v. Kallandar Ammal, 54 IA 23 Motishah v. Abdul Gaffar, AIR 1956 Nag. 38 Arur Singh v. Badar Din, AIR 1940 Lah.	Reasoning
119 Fuzlur Rahaman v. Anath Bandhu Pal, (1911) 16 CWN 114	Reasoning
Misra Hidavat Beg v. Seth Behari Lal, AIR 1941 All.	Reasoning
225 and Jai Dayal v. Dewan Ram Saran Das, AIR 1939 Lah.	None
686 and observed	None
I cannot read the term Wakf property as embracing property impressed with the character of a charitable trust amongst the Hindus.	None
A property burdened with the obligation of a charitable trust as understood in Hindu law cannot be called a Wakf property in a legal sense.	None
In a nonlegal, popular sense it may be possible to use the expression Wakf indiscriminately for and in relation to any property set apart for charity.	None
But in legal technology the word Wakf has a definite and accepted connotation.	None
It is in that sense that the word has to be understood.	None
For the true interpretation of the word one must turn to Mohammedan law and see what it means.	None
Now the question is was Rai Kedar Nath making a Wakf of his properties when in the meeting of 1916 he made a declaration in favour of charity.	None
The answer to this question is in a resounding negative.	None
This is on the assumption that a Hindu can create a Wakf though such cases are rare.	None
The function held at that meeting shows that Rai Kedar Nath did two things.	None
He renounced his interest in his private property.	None
He dedicated everything to the institution he founded.	None
These are known as Samarpan and Sankalp in Hindu Law.	None
There was a clear and unequivocal declaration of intention to create trust and vesting of the same in the doner as a Trustee.	None
There was clear proof of dedication in the ceremony he performed.	None
He divested himself of the property dedicated.	None
There was a Hawan ceremony.	None
This shows that Rai Kedar Nath was an orthodox Hindu.	None
He was a believer in religious ceremonies.	None
What he wanted to do was to found a charitable trust of which he himself was the founder trustee, apart from being the Manager of the school and the President of the Society.	None
He created a Foundation as the name of the plaintiff now shows.	None
He established an institution together with provision for its perpetual maintenance.	None
In evidence this trust has been called by the Secretary as Educational Charitable Institution.	None
In the deed of settlement dated November 26, 1946, it was described by the British Government as a public educational charity.	None
All in all it comes to a charitable endowment.	None
It can be properly called a charitable trust.	None
The Indian Trust Act will not govern it, as Section 1 of that Act lays down what Rai Kedar Nath created was a charitable trust as known to Hindu Law.	None
Reading the notification as a whole it appears to me that the Wakf property as known to Muslim Law has been excepted from the acquisition proceedings.	None
This has been done by the Government in exercise of its powers of eminent domain.	None
I do not think that it will be proper to call the lands in question as Wakf property.	None
This is not the sense which the word bears in the notification.	None
In my opinion, the Chief Commissioners notification uses the expression Wakf property in the sense in which Wakf is understood in Mohammedan Law.	None
The Chief Commissioners notification under Section 4 Land Acquisition Act is in the nature of a statutory instrument.	None
It uses the expression Wakf property.	None
How do we interpret those words?	None
I think these words must be construed according to the legal and technical meaning given to them by Muslim Law.	None
They are not to be given the more popular, nonlegal or ordinary dictionary meaning of the words.	None
These words must be taken in their legal sense.	None
The Division Bench agreed with the learned Single Judge and observed In view of the aforesaid legal exposition of the Wakf it cannot be said that the property of appellants, which may be Hindu charitable trust, would be termed as Wakf property.	None
The learned Single Judge, to our mind, rightly held that while using his expression in the impugned Notification issued by the statutory authority under Section 4 of the Act the statutory authority would be presumed to be aware of the legal implication of the term Wakf property.	None
Therefore, this term cannot be read as to embrace property impressed with the character of a charitable trust amongst the Hindus.	None
Once the meaning of the words Wakf property is clear, it is difficult to accept the argument of the learned Counsel for the appellants that popular meaning should be given or that statutory authority loosely used the expression Wakf and trust.	None
If the interpretation suggested by the appellants of the term Wakf property is accepted, it would amount to obliterating the distinction otherwise statutorily recognized by the Indian Trusts Act.	None
No such interpretation can be given which nullifies the effect of the Provision of a Statute.	None
While interpreting such a Notification like the one issued under Section 4 of the Act, the connotation of the word Wakf as legally accepted is to be preferred to a nonlegal connotation.	None
After all the Notification passed under Sections 4 and 6 of the Land Acquisition Act is in exercise of statutory powers and may have the effect of subordinate legislation.	None
Such Notification has serious ramifications.	None
It cannot be inferred, therefore, that framers of the Notification did not know the technical or legal meaning of the word Wakf property or used the expression loosely.	None
It also cannot be presumed that authors of such statutory Notification were not aware of other religious charitable institutions and intended to include the same by the expression Wakf property.	None
It appears that exclusion of Wakf property was intentional knowing fully well the meaning thereof in Muslim Law with no intention to cover other religious charitable institutions.	None
The Division Bench also rejected the argument that if Wakf created by nonMuslims is excluded from Clause (d) then the same would be violative of Articles 14 and 15 of the Constitution by observing that the said plea was not pressed before the learned Single Judge and even in the grounds of appeal, this plea was not taken.	Reasoning
In the opinion of the Division Bench, by omitting to press the point before the learned Single Judge and not taking a ground in the memo of appeal, the appellants will be deemed to have abandoned this part of challenge to the acquisition proceedings.20.	Reasoning
The argument of Mr. R. Venkataramani that by dedicating the land for a charitable purpose Rai Sahib Kedar Nath intended to create a Wakf lacks merit and deserves to be rejected.	Reasoning
In the function organized on 25.12.1916 in Ramjas School, Kucha Ghasi Ram, Chandani Chowk, the dedicator is said to have made an announcement that he had created a Wakf and donated all his moveable and immoveable properties to the Society for charitable purposes but no evidence was produced before the learned Single Judge to prove this.	Reasoning
Rather, the evidence produced before the learned Single Judge shows that even after the so called dedication of land for charitable purposes, the same continued in the name of Rai Sahib Kedar Nath till 1936 when he executed the release deed in favour of the Trust of which he himself was the founder trustee apart from being the Manager of the school and the President of the Society.	Reasoning
The hawan ceremony performed by Rai Sahib Kedar Nath which was preceded by Samarpan and Sankalp also shows that he did not intend to create a Wakf.	Reasoning
This is the reason why the objects of Ramjas College Society formed in 1917 do not make a mention of the Wakf allegedly created by Rai Sahib Kedar Nath.	Reasoning
In the deed of settlement executed by the British Government, the institution was described as a public educational charity and not as a Wakf.	Reasoning
Therefore, the concurrent finding recorded by the learned Single Judge and the Division Bench that what was created by Rai Sahib Kedar Nath was a public charitable trust and not a Wakf and the property acquiredvide notification dated 13.11.1959 was not a Wakf property does not call for interference.21.	Reasoning
In the result, the appeal is dismissed.	Decision
We would have saddled the appellants with exemplary costs but keeping in view the fact that they are running educational institutions for benefit of the community, we refrain from passing an order to that effect and leave the parties to bear their own costs.	Decision
However, it is made clear that henceforth the respondents shall be free to use the acquired land for the purpose of planned development of Delhi and the appellant shall not be entitled to obstruct the proceedings which may be taken by the respondents for utilization of land for the purpose for which it was acquired or for any other public purpose.	Decision
