 	Issue
This is founded on the premise that the legislature, being a representative body of the people and accountable to them is aware of their needs and acts in their best interest within the confines of the Constitution.	Reasoning
There is nothing to suggest that this principle would not apply to preConstitutional laws which have been adopted by the Parliament and used with or without amendment.	Reasoning
If no amendment is made to a particular law it may represent a decision that the Legislature has taken to leave the law as it is and this decision is no different from a decision to amend and change the law or enact a new law.	Reasoning
In light of this, both pre and post Constitutional laws are manifestations of the will of the people of India through the Parliament and are presumed to be constitutional.	None
The doctrine of severability and the practice of reading down a statute both arise out of the principle of presumption of constitutionality and are specifically recognized in Article 13 which renders the law, which is preConstitutional to be void only to the extent of inconsistency with the Constitution.	None
In R.M.D. Chamarbaugwalla v. The Union of India (UOI) AIR 1957 SC 628 , a Constitution Bench of this Court noted several earlier judgments on the issue of severability and observed as follows The doctrine of severability rests, as will presently be shown, on a presumed intention of the legislature that if a part of a statute turns out to be void, that should not affect the validity of the rest of it, and that that intention is to be ascertained from the terms of the statute.	None
It is the true nature of the subjectmatter of the legislation that is the determining factor, and while a classification made in the statute might go far to support a conclusion in favour of severability, the absence of it does not necessarily preclude it.	None
When a statute is in part void, it will be enforced as regards the rest, if that is severable from what is invalid.	None
It is immaterial for the purpose of this rule whether the invalidity of the statute arises by reason of its subjectmatter being outside the competence of the legislature or by reason of its provisions contravening constitutional prohibitions.	None
That being the position in law, it is now necessary to consider whether the impugned provisions are severable in their application to competitions of a gambling character, assuming of course that the definition of prize competition in s. 2(d) is wide enough to include also competitions involving skill to a substantial degree.	None
It will be useful for the determination of this question to refer to certain rules of construction laid down by the American Courts, where the question of severability has been the subject of consideration in numerous authorities.	None
They may be summarised as follows In determining whether the valid parts of a statute are separable from the invalid parts thereof, it is the intention of the legislature that is the determining factor.	None
The test to be applied is whether the legislature would have enacted the valid part if it had known that the rest of the statute was invalid.	None
Vide Corpus Juris Secundum, Vol. 82, p. 156 Sutherland on Statutory Construction, Vol. 2, pp. 176177.	None
If the valid and invalid provisions are so inextricably mixed up that they cannot be separated from one another, then the invalidity of a portion must result in the invalidity of the Act in its entirety.	None
On the other hand, if they are so distinct and separate that after striking out what is invalid, what remains is in itself a complete code independent of the rest, then it will be upheld notwithstanding that the rest has become unenforceable.?Vide Cooleys Constitutional Limitations, Vol. 1 at pp.	None
360361	None
Crawford on Statutory Construction, pp. 217218.	None
Even when the provisions which are valid are distinct and separate from those which are invalid, if they all form part of a single scheme which is intended to be operative as a whole, then also the invalidity of a part will result in the failure of the whole.?Vide Crawford on Statutory Construction, pp. 218219.	None
Likewise, when the valid and invalid parts of a statute are independent and do not form part of a scheme but what is left after omitting the invalid portion is so thin and truncated as to be in substance different from what it was when it emerged out of the legislature, then also it will be rejected in its entirety.	None
The separability of the valid and invalid provisions of a statute does not depend on whether the law is enacted in the same section or different sections (Vide Cooleys Constitutional Limitations, Vol. 1, pp. 361362)	None
it is not the form, but the substance of the matter that is material, and that has to be ascertained on an examination of the Act as a whole and of the setting of the relevant provisions therein.	None
If after the invalid portion is expunged from the statute what remains cannot be enforced without making alterations and modifications therein, then the whole of it must be struck down as void, as otherwise it will amount to judicial legislation.	None
Vide Sutherland on Statutory Construction, Vol. 2, p. 194.	None
In determining the legislative intent on the question of separability, it will be legitimate to take into account the history of the legislation, its object, the title and the preamble to it.	None
Vide Sutherland on Statutory Construction, Vol. 2, pp.	None
177178.	None
Another significant canon of determination of constitutionality is that the Courts would be reluctant to declare a law invalid or ultra vires on account of unconstitutionality.	None
The Courts would accept an interpretation, which would be in favour of constitutionality rather than the one which would render the law unconstitutional.	None
Declaring the law unconstitutional is one of the last resorts taken by the Courts.	None
The Courts would preferably put into service the principle of reading down or reading into the provision to make it effective, workable and ensure the attainment of the object of the Act.	None
These are the principles which clearly emerge from the consistent view taken by this Court in its various pronouncements including the recent judgment in Namit Sharma v. Union of India (2013)1 SCC 745 .	None
In D.S. Nakara and Ors.	None
v. Union of India (UOI) (1983) 1 SCC 305 a Constitution Bench of this Court elucidated upon the practice of reading down statutes as an application of the doctrine of severability while answering in affirmative the question whether differential treatment to pensioners related to the date of retirement qua the revised formula for computation of pension attracts Article 14 of the Constitution.	None
Some of the observations made in that judgment are extracted below If from the impugned memoranda the event of being in service and retiring subsequent to specified date is severed, all pensioners would be governed by the liberalised pension scheme.	None
The pension will have to be recomputed in accordance with the provisions of the liberalised pension scheme as salaries were required to be recomputed in accordance with the recommendation of the Third Pay Commission but becoming operative from the specified date.	None
It does therefore appear that the reading down of impugned memoranda by severing the objectionable portion would not render the liberalised pension scheme vague, unenforceable or unworkable.	None
In reading down the memoranda, is this Court legislating?	None
Of course not When we delete basis of classification as violative of Article 14, we merely set at naught the unconstitutional portion retaining the constitutional portion.	None
We may now deal with the last submission of the learned Attorney General on the point.	None
Said the learned AttorneyGeneral that principle of severability cannot be applied to augment the class and to adopt his words severance always cuts down the scope, never enlarges it.	None
We are not sure whether there is any principle which inhibits the Court from striking down an unconstitutional part of a legislative action which may have the tendency to enlarge the width and coverage of the measure.	None
Whenever classification is held to be impermissible and the measure can be retained by removing the unconstitutional portion of classification, by striking down words of limitation, the resultant effect may be of enlarging the class.	None
In such a situation, the Court can strike down the words of limitation in an enactment.	None
That is what is called reading down the measure.	None
We know of no principle that severance limits the scope of legislation and can never enlarge it.	None
The basis of the practice of reading down was succinctly laid down in Commissioner of Sales Tax, Madhya Pradesh, Indore and Ors.	None
v. Radhakrishan and Ors.	None
(1979) 2 SCC 249 in the following words In considering the validity of a statute the presumption is in favour of its constitutionality and the burden is upon him who attacks it to show that there has been a clear transgression of constitutional principles.	None
For sustaining the presumption of constitutionality the Court may take into consideration matters of common knowledge, matters of common report, the history of the times and may assume every state of facts which can be conceived it must always be presumed that the Legislature understands and correctly appreciates the need of its own people and that discrimination, if any, is based on adequate grounds.	None
It is well settled that courts will be justified in giving a liberal interpretation to the section in order to avoid constitutional invalidity.	None
These principles have given rise to rule of reading down the section if it becomes necessary to uphold the validity of the sections.	None
In Minerva Mills Ltd. and Ors.	None
v. Union of India (UOI) and Ors.	None
(1980) 3 SCC 625, the Court identified the limitations upon the practice of reading down The learned Attorney General and the learned Solicitor General strongly impressed upon us that Article 31C should be read down so as to save it from the challenge of unconstitutionality.	None
It was urged that it would be legitimate to read into that Article the intendment that only such laws would be immunised from the challenge under Articles 14 and 19 as do not damage or destroy the basic structure of the Constitution.?The principle of reading down the provisions of a law for the purpose of saving it from a constitutional challenge is wellknown.	None
But we find it impossible to accept the contention of the learned Counsel in this behalf because, to do so will involve a gross distortion of the principle of reading down, depriving that doctrine of its only or true rationale when words of width are used inadvertently.	None
The device of reading down is not to be resorted to in order to save the susceptibilities of the law makers, nor indeed to imagine a law of ones liking to have been passed.	None
One must at least take the Parliament at its word when, especially, it undertakes a constitutional amendment.	None
This was further clarified in Delhi Transport Corporation v. D.T.C. Mazdoor Congress and Ors.	None
1991	None
Supp (1) SCC 600 .	None
In his concurring opinion, Ray, J. observed On a proper consideration of the cases cited hereinbefore as well as the observations of Seervai in his book Constitutional Law of India and also the meaning that has been given in the Australian Federal Constitutional Law by Coin Howard, it is clear and apparent that where any term has been used in the Act which per se seems to be without jurisdiction but can be read down in order to make it constitutionally valid by separating and excluding the part which is invalid or by interpreting the word in such a fashion in order to make it constitutionally valid and within jurisdiction of the legislature which passed the said enactment by reading down the provisions of the Act.	None
This, however, does not under any circumstances mean that where the plain and literal meaning that follows from a bare reading of the provisions of the Act, Rule or Regulation that it confers arbitrary, uncancalised, unbridled, unrestricted power to terminate the services of a permanent employee without recording any reasons for the same and without adhering to the principles of natural justice and equality before the law as envisaged in Article 14 of the Constitution, cannot be read down to save the said provision from constitutional invalidity by bringing or adding words in the said legislation such as saying that it implies that reasons for the order of termination have to be recorded.	None
In interpreting the provisions of an Act, it is not permissible where the plain language of the provision gives a clear and unambiguous meaning can be interpreted by reading down and presuming certain expressions in order to save it from constitutional invalidity.	None
From the above noted judgments, the following principles can be culled out The High Court and Supreme Court of India are empowered to declare as void any law, whether enacted prior to the enactment of the Constitution or after.	None
Such power can be exercised to the extent of inconsistency with the Constitution contravention of Part III.	None
There is a presumption of constitutionality in favour of all laws, including preConstitutional laws as the Parliament, in its capacity as the representative of the people, is deemed to act for the benefit of the people in light of their needs and the constraints of the Constitution.	None
The doctrine of severability seeks to ensure that only that portion of the law which is unconstitutional is so declared and the remainder is saved.	None
This doctrine should be applied keeping in mind the scheme and purpose of the law and the intention of the Legislature and should be avoided where the two portions are inextricably mixed with one another.	None
The court can resort to reading down a law in order to save it from being rendered unconstitutional.	None
But while doing so, it cannot change the essence of the law and create a new law which in its opinion is more desirable.	None
Applying the aforestated principles to the case in hand, we deem it proper to observe that while the High Court and this Court are empowered to review the constitutionality of Section 377 IPC and strike it down to the extent of its inconsistency with the Constitution, self restraint must be exercised and the analysis must be guided by the presumption of constitutionality.	None
After the adoption of the IPC in 1950, around 30 amendments have been made to the statute, the most recent being in 2013 which specifically deals with sexual offences, a category to which Section 377 IPC belongs.	None
The 172nd Law Commission Report specifically recommended deletion of that section and the issue has repeatedly come up for debate.	None
However, the Legislature has chosen not to amend the law or revisit it.	None
This shows that Parliament, which is undisputedly the representative body of the people of India has not thought it proper to delete the provision.	None
Such a conclusion is further strengthened by the fact that despite the decision of the Union of India to not challenge in appeal the order of the Delhi High Court, the Parliament has not made any amendment in the law.	None
While this does not make the law immune from constitutional challenge, it must nonetheless guide our understanding of character, scope, ambit and import.	None
It is, therefore, apposite to say that unless a clear constitutional violation is proved, this Court is not empowered to strike down a law merely by virtue of its falling into disuse or the perception of the society having changed as regards the legitimacy of its purpose and its need.	None
We may now notice the relevant provisions of the IPC.	None
Section 375.	None
Rape.	None
A man is said to commit rape who, except in the case hereinafter excepted, has sexual intercourse with a woman under circumstances falling under any of the six following descriptions First.	None
Against her will.	None
Secondly.	None
Without her consent.	None
Thirdly.	None
With her consent, when her consent has been obtained by putting her or any person in whom she is interested in fear of death or of hurt.	None
Fourthly.	None
With her consent, when the man knows that he is not her husband, and that her consent is given because she believes that he is another man to whom she is or believes herself to be lawfully married.	None
Fifthly.	None
With her consent, when, at the time of giving such consent, by reason of unsoundness of mind or intoxication or the administration by him personally or through another of any stupefying or unwholesome substance, she is unable to understand the nature and consequences of that to which she gives consent.	None
Sixthly.	None
With or without her consent, when she is under sixteen years of age.	None
Explanation.	None
Penetration is sufficient to constitute the sexual intercourse necessary to the offence of rape.	None
Exception.	None
Sexual intercourse by a man with his own wife, the wife not being under fifteen years of age, is not rape.	None
Punishment for rape.(1) Whoever, except in the cases provided for by subsection (2), commits rape shall be punished with imprisonment of either description for a term which shall not be less than seven years but which may be for life or for a term which may extend to ten years and shall also be liable to fine unless the woman raped is his own wife and is not under twelve years of age, in which case, he shall be punished with imprisonment of either description for a term which may extend to two years or with fine or with both Provided that the court may, for adequate and special reasons to be mentioned in the judgment, impose a sentence of imprisonment for a term of less than seven years.	None
Whoever, (a) being a police officer commits rape within the limits of the police station to which he is appointed or in the premises of any station house whether or not situated in the police station to which he is appointed or on a woman in his custody or in the custody of a police officer subordinate to him or (b) being a public servant, takes advantage of his official position and commits rape on a woman in his custody as such public servant or in the custody of a public servant subordinate to him or (c) being on the management or on the staff of a jail, remand home or other place of custody established by or under any law for the time being in force or of a womens or childrens institution takes advantage of his official position and commits rape on any inmate of such jail, remand home, place or institution or (d) being on the management or on the staff of a hospital, takes advantage of his official position and commits rape on a woman in that hospital or (e) commits rape on a woman knowing her to be pregnant or (f) commits rape on a woman when she is under twelve years of age or (g) commits gang rape, shall be punished with rigorous imprisonment for a term which shall not be less than ten years but which may be for life and shall also be liable to fine Provided that the court may, for adequate and special reasons to be mentioned in the judgment, impose a sentence of imprisonment of either description for a term of less than ten years.	None
Explanation 1.Where a womens is raped by one or more in a group of persons acting in furtherance of their common intention, each of the persons shall be deemed to have committed gang rape within the meaning of this subsection.	None
Explanation 2.womens or childrens institution means an institution, whether called and orphanage or a home for neglected women or children or a widows home or by any other name, which is established and maintained for the reception and care of women or children.	None
Explanation 3.hospital means the precincts of the hospital and includes the precincts of any institution for the reception and treatment of persons during convalescence or of persons requiring medical attention or rehabilitation.	None
Unnatural offences.	None
Whoever voluntarily has carnal intercourse against the order of nature with any man, woman or animal, shall be punished with imprisonment for life, or with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine.	None
Explanation.	None
Penetration is sufficient to constitute the carnal intercourse necessary to the offence described in this section.	None
Before proceeding further, we may also notice dictionary meanings of some words and expressions, which have bearing on this case.	None
Buggery a carnal copulation against nature a man or a woman with a brute beast, a man with a man, or man unnaturally with a woman.	None
This term is often used interchangeably with sodomy.?(Blacks Law Dictionary 6th Edn. 1990)	None
Carnal Pertaining to the body, its passions and its appetites animal fleshy sensual impure sexual.	None
People v. Battilana, 52 Cal. App.2d 685, 126 P.2d 923, 928 (Blacks Law Dictionary 6th edn. 1990)	None
Carnal knowledge Coitus copulation the act of a man having sexual bodily connections with a woman sexual intercourse.	None
Carnal knowledge of a child is unlawful sexual intercourse with a female child under the age of consent.	None
It is a statutory crime, usually a felony.	None
Such offense is popularly known as statutory rape.	None
While penetration is an essential element, there is carnal knowledge if there is the slightest penetration of the sexual organ of the female by the sexual organ of the male.	None
State v. Cross, 2000 S.E.2d 27, 29.	None
It is not necessary that the vagina be entered or that the hymen be ruptured the entering of the vulva or labia is sufficient.	None
De Armond v. State, Okl.	None
Cr., 285 P.2d 236.	None
(Blacks Law Dictionary 6th edn. 1990)	None
Nature (1) A fundamental quality that distinguishes one thing from another the essence of something.	None
(2) Something pure or true as distinguished from something artificial or contrived.	None
(3) The basic instincts or impulses of someone or something (Blacks Law Dictionary 9th edn).	None
LEGISLATIVE HISTORY OF SECTION 377 ENGLAND The first records of sodomy as a crime at Common Law in England were chronicled in the Fleta, 1290, and later in the Britton, 1300.	None
Both texts prescribed that sodomites should be burnt alive.	None
Such offences were dealt with by the ecclesiastical Courts.	None
The Buggery Act 1533, formally an Act for the punishment of the vice of Buggerie (25 Hen. 8 c. 6), was an Act of the Parliament of England that was passed during the reign of Henry VIII.	None
It was the countrys first civil sodomy law.	None
The Act defined buggery as an unnatural sexual act against the will of God and man and prescribed capital punishment for commission of the offence.	None
This Act was later defined by the Courts to include only anal penetration and bestiality.?The Act remained in force until its repeal in 1828.	None
The Buggery Act of 1533 was reenacted in 1563 by Queen Elizabeth I, after which it became the charter for the subsequent criminalisation of sodomy in the British Colonies.	None
Oralgenital sexual acts were removed from the definition of buggery in 1817.	None
The Act was repealed by Section 1 of the Offences against the Person Act 1828 (9 Geo.4 c.31) and by Section 125 of the Criminal Law (India) Act 1828 (c.74).	None
It was replaced by Section 15 of the Offences against the Person Act 1828, and ection 63 of the Criminal Law (India) Act 1828, which provided that buggery would continue to be a capital offence.	None
With the enactment of the Offences against the Person Act 1861 buggery was no longer a capital offence in England and Wales.	None
It was punished with imprisonment from 10 years to life.	None
INDIA	None
The offence of sodomy was introduced in India on 25.7.1828 through the Act for Improving the Administration of Criminal Justice in the East Indies (9.George.IV).	None
Chapter LXXIV Clause LXIII Sodomy	None
And it be enacted, that every person convicted of the abominable crime of buggery committed with either mankind or with any animal, shall suffer death as a felon.	None
In 1837, a Draft Penal Code was prepared which included Clauses 361 ?	None
Whoever intending to gratify unnatural lust, touches for that purpose any person or any animal or is by his own consent touched by any person for the purpose of gratifying unnatural lust, shall be punished with imprisonment of either description for a term which may extend to fourteen years, and must not be less than two years and Clause 362  Whoever intending to gratify unnatural lust, touches for that purpose any person without that persons free and intelligent consent, shall be punished with imprisonment of either description for a term which may extend to life and must not be less than seven years, and shall also be liable to fine.	None
In Note M of the Introductory Report of Lord Macaulay to the Draft Code these clauses were left to his Lordship in Council without comment observing that Clauses 361 and 362 relate to an odious class of offences respecting which it is desirable that as little as possible be said.	None
We leave without comment to the judgment of his Lordship in Council the two Clauses which we have provided for these offences.	None
We are unwilling to insert, either in the text, or in the notes, anything which could have given rise to public discussion on this revolting subject as we are decidedly of the opinion that the injury which would be done to the morals of the community by such discussion would far more than compensate for any benefits which might be derived from legislative measures framed with the greatest precision.	None
Note M on Offences Against the Body in Penal Code of 1837 Report of the Indian Law Commission on the Penal Code, October 14, 1837.	None
However, in Report of the Commissioners Vol XXVIII it was observed that the clauses and the absence of comments had created a most improper ambiguity.	None
Some members noted that the existing law on the subject is dead letter and also that the said offence had been omitted in revised statutes of Massachusetts and does not appear in the French Penal Code unless the sufferer is below 10 years of age.	None
The Law Commissioners observe that Clauses 361 and 362 relate to an odious class of offences, respecting which it is desirable that as little as possible should said.	None
They therefore leave the provisions proposed therein without comment to the judgment of the governorGeneral in Council.	None
Mr A.D. Campbell in concurrence with Mr. Blane, censures the false delicacy which has in their opinion caused a most improper ambiguity in these clauses, leaving it uncertain whether they apply to the mere indecent liberties, or extend to the actual commission of an offence of the nature indicated.	None
It appears to us clear enough, that it was meant to strike at the root of the offence by making the first act tending to it liable to the same punishment, if the Judge shall deem it proper, as the offence actually accomplished.	None
This is a new principle, and it would have been better if the Commissioners had explained for what reason they adopted it, in respect to the offences here contemplated in particular.	None
We conceive that there is a very weighty objection to the clauses in question, in the opening which they will afford to calumny, if for an act so slight as may come within the meaning of the word, touches, a man may be exposed to such a revolting charge and suffer the ignominy of a public trial upon it.	None
Colonel Sleeman advises the omission of both these clauses, deeming it most expedient to leave offences against nature silently to the odium of society.	None
It may give weight to this suggestion to remark that the existing law on the subject is almost a dead letter, as appears from the fact that in three years only six cases came before the Nizamut Adawlut at Calcutta, although it is but true, we fear that the frequency of the abominable offence in question remains as Mr AD Campbell expresses it, a horrid stain upon the land.	None
Mr. Livingstone, we observe, makes no mention of offences of this nature in his code for Louisiana, and they are omitted in the revised statutes of Massachusetts, of which the Chapter of offences against the Lives and Persons of Individuals is appended to the 2d Report of the English Criminal Law Commissioners.	None
By the French Penal Code, offences of this description do not come within the scope of the law, unless they are effected or attempted by violence, except the sufferer be under the age of ten years.	None
Comment of the Law Commissioners on clauses 361 and 362 in Report on the Indian Penal Code,1848.	None
The IPC along with Section 377 as it exists today was passed by the Legislative Council and the Governor General assented to it on 6.10.1860.	None
The understating of acts which fall within the ambit of Section 377 has changed from nonprocreative (Khanu v. Emperor) to imitative of sexual intercourse (Lohana Vasantlal v. State AIR 1968	None
Guj 352) to sexual perversity (Fazal Rab v. State of Bihar AIR 1963, Mihir v. Orissa 1991 Cri LJ 488).	None
This would be illustrated by the following judgments V. Jacobs (1817), Russ.	None
Ry. 331, C. C. R. The offence of Sodomy can only be committed per anum.	None
Govindarajula In re. (1886) 1	None
Weir 382Inserting the penis in the mouth would not amount to an offence under Section 377 IPC.	None
Khanu v. Emperor AIR 1925	None
Sind 286.	None
The principal point in this case is whether the accused (who is clearly guilty of having committed the sin of Gomorrah coitus per os) with a certain little child, the innocent accomplice of his abomination, has thereby committed an offence under Section 377, Indian Penal Code.	None
Section 377 punishes certain persons who have carnal intercourse against the order of nature with inter alia human beings.	None
Is the act here committed one of carnal intercourse?	None
If so, it is clearly against the order of nature, because the natural object of carnal intercourse is that there should be the possibility of conception of human beings which in the case of coitus per os is impossible.	None
Intercourse may be defined as mutual frequent action by members of independent organisation.	None
Commercial intercourse is thereafter referred to emphasis is made on the reciprocity.	None
By metaphor the word intercourse like the word commerce is applied to the relations of the sexes.	None
Here also there is the temporary visitation of one organism by a member of other organisation, for certain clearly defined and limited objects.	None
The primary object of the visiting organization is to obtain euphoria by means of a detent of the nerves consequent on the sexual crisis.	None
But there is no intercourse unless the visiting member is enveloped at least partially by the visited organism, for intercourse connotes reciprocity.	None
Looking at the question in this way it would seem that sin of Gomorrah is no less carnal intercourse than the sin of sodomy.	None
it is to be remembered that the Penal Code does not, except in Section 377, render abnormal sexual vice punishable at all.	None
In England indecent assaults are punishable very severely.	None
It is possible that under the Penal Code, some cases might be met by prosecuting the offender for simple assault, but that is a compoundable offence and in any case the patient could in no way be punished.	None
It is to be supposed that the Legislature intended that a Tegellinus should carry on his nefarious profession perhaps vitiating and depraving hundreds of children with perfect immunity?	None
I doubt not therefore, that cotius per os is punishable under Section 377, Indian Penal Code.	None
Khandu v. Emperor 35 Cri LJ 1096 (AIR 1934 Lah 261)Carnal intercourse with a bullock through nose is an unnatural offence punishable under Section 377, Penal Code.	None
Lohana Vasantlal Devchand v. The State AIR 1968	None
Guj 252 .	None
In this case, there were three accused.	None
Accused 1 and 2 had already committed the offence, in question, which was carnal intercourse per anus, of the victim boy.	None
The boy began to get a lot of pain and consequently, accused 2 could not succeed having that act.	None
He therefore voluntarily did the act in question by putting his male organ in the mouth of the boy and there was also seminal discharge and the boy had to vomit it out.	None
The question that arose for consideration therein was as to whether the insertion of the male organ by the second accused into the orifice of the mouth of the boy amounted to an offence under Section 377 IPC.	None
The act was the actual replacement of desire of coitus and would amount to an offence punishable under Section 377.	None
There was an entry of male penis in the orifice of the mouth of the victim.	None
There was the enveloping of a visiting member by the visited organism.	None
There was thus reciprocity intercourse connotes reciprocity.	None
It could, therefore, be said that the act in question amounted to an offence punishable under Section 377.	None
What was sought to be conveyed by the explanation was that even mere penetration would be sufficient to constitute carnal intercourse, necessary to the offence referred to in Section 377.	None
Seminal discharge, i.e., the full act of intercourse was not the essential ingredient to constitute an offence in question.	None
It is true that the theory that the sexual intercourse is only meant for the purpose of conception is an outdated theory.	None
But, at the same time it could be said without any hesitation of contradiction that the orifice of mouth is not, according to nature, meant for sexual or carnal intercourse.	None
Viewing from that aspect, it could be said that this act of putting a maleorgan in the mouth of a victim for the purposes of satisfying sexual appetite would be an act of carnal intercourse against the order of nature.	None
In State of Kerala v. Kundumkara Govindan and Anr., 1969 Cri LJ 818, the Kerala High Court observed Even if I am to hold that there was no penetration into the vagina and the sexual acts were committed only between the thighs, I do not think that the respondents can escape conviction under Section 377 of the Penal Code.	None
The counsel of the respondents contends (in this argument the Public Prosecutor also supports him) that sexual act between the thighs is not intercourse.	None
The argument is that for intercourse there must be encirclement of the male organ by the organ visited and that in the case of sexual act between the thighs, there is no possibility of penetration.	None
The word intercourse means sexual connection (Concise Oxford Dictionary).	None
In Khanu v. Emperor AIR 1925 Sind 286 the meaning of the word intercourse has been considered Intercourse may be defined as mutual frequent action by members of independent organization.	None
Then commercial intercourse, social intercourse, etc. have been considered and then appears By a metaphor the word intercourse, like the word commerce, is applied to the relations of the sexes.	None
Here also there is the temporary visitation of one organism by a member of the other organization, for certain clearly defined and limited objects.	None
The primary object of the visiting organization is to obtain euphoria by means of a detent of the nerves consequent on the sexual crisis.	None
But there is no intercourse unless the visiting member is enveloped at least partially by the visited organism, for intercourse connotes reciprocity.	None
Therefore, to decide whether there is intercourse or not, what is to be considered is whether the visiting organ is enveloped at least partially by the visited organism.	None
In intercourse between the thighs, the visiting male organ is enveloped at least partially by the organism visited, the thighs the thighs are kept together and tight.	None
Then about penetration.	None
The word penetrate means in the concise Oxford Dictionary find access into or through, pass through.	None
When the male organ is inserted between the thighs kept together and tight, is there no penetration?	None
The word insert means place, fit, thrust.	None
Therefore, if the male organ is inserted or thrust between the thighs, there is penetration to constitute unnatural offence.	None
Unnatural offence is defined in Section 377 of the Penal Code whoever voluntarily has carnal intercourse against the order of nature with any man, woman or animal commits unnatural offence.	None
The act of committing intercourse between the thighs is carnal intercourse against the order of nature.	None
Therefore committing intercourse by inserting the male organ between the thighs of another is an unnatural offence.	None
In this connection, it may be noted that the act in Section 376 is sexual intercourse and the act in Section 377 is carnal intercourse against the order of nature.	Arguments of Respondent
The position in English law on this question has been brought to my notice.	None
The old decision of Rex v. Samuel Jacobs (1817) Russ Ry 381 CCE lays down that penetration through the mouth does not amount to the offence of sodomy under English law.	None
The counsel therefore argues that sexual intercourse between the thighs cannot also be an offence under Section 377 of the Penal Code.	None
In Sirkar v. Gula Mythien Pillai Chaithu Maho.	None
mathu	None
1908	None
TLR Vol XIV Appendix 43 a Full Bench of the Travancore High Court held that having connection with a person in the mouth was an offence under Section 377 of the Penal Code.	None
In a short judgment, the learned Judges held that it was unnecessary to refer to English Statute Law and English text books which proceeded upon an interpretation of the words sodomy, buggery and bestiality and that the words used in the Penal Code were very aim pie and died enough to include all acts against the order of nature.	None
My view on the question is also that the words of Section 377 are simple and wide enough to include any carnal intercourse again tithe order of nature within its ambit.	None
Committing intercourse between the thighs of another is carnal intercourse against the order of nature.	None
In Fazal Rab Choudhary v. State of Bihar (1982) 3 SCC 9  While reducing the sentence of the appellant who was convicted for having committed an offence under Section 377 IPC upon a young boy who had come to his house to take a syringe, the Court observed The offence is one under Section 377 I.P.C., which implies sexual perversity.	None
No force appears to have been used.	None
Neither the notions of permissive society nor the fact that in some countries homosexuality has ceased to be an offence has influenced our thinking.	None
However in judging the Depravity of the action for determining quantum of sentence, all aspects of the matter must be kept in view.	None
We feel there is some scope for modification of sentence.	None
Having examined all the relevant aspects bearing on the question of nature of offence and quantum of sentence, we reduce the substantive sentence to R.I. for 6 months.	None
To the extent of this modification in the sentence, the appeal is allowed.	None
In Kedar Nath S o Bhagchand v. State of Rajasthan, 1985 (2) WLN 560 , the Rajasthan High Court observed The report (Ex.	None
P. 24) shows that the rectal swear was positive for spermatozoa, which resembled with humanspermatozoa.	None
The presence of the humanspermatozoa in the rectum of the deceased has been held to be a definite proof of fact that the boy has been subjected to the carnal intercourse against the course of nature.	None
We are in agreement with the above conclusion arrived at by the learned trial Court as, in the facts and circumstances of the case, the presence of human spermatozoa in the rectum of the deceased who was a young boy, leads to only one conclusion that he was subjected to the carnal intercourse against the course of nature.	None
In Calvin Francis v. Orissa 1992 (2) Crimes 455, the Orissa High Court outlined a case in which a man inserted his genital organ into the mouth of a 6 year old girl and observed In order to attract culpability under Section 377, IPC, it has to be established that (i) the accused had carnal intercourse with man, woman or animal, (ii) such intercourse was against the order of nature, (iii) the act by the accused was done voluntarily and (iv) there was penetration.	None
Carnal intercourse against the order of nature is the gist of the offence in Section 377.	None
By virtue of the Explanation to the Section, it is necessary to prove penetration, however little, to constitute the carnal intercourse.	None
Under the English law, to constitute a similar offence the act must be in that part where sodomy is usually committed.	None
According to that law, the unnatural carnal intercourse with a human being generally consists in penetration per anus.	None
In R. v. Jacobs (1817) BR 331 CCR and in Govindarajulu in re (1886) 1 Weir 382, it was held that the act in a childs mouth does not constitute the offence.	None
But in Khanu v. Emperor AIR 1925 sind 286 it was held that coitus per os is punishable under the Section.	None
In terms of Section 377, IPC, whoever voluntarily has carnal intercourse against the order of nature with any man, woman or animal, commits the offence.	None
Words used are quite comprehensive and an act like putting male organ into victims mouth which was an initiative act of sexual intercourse for the purpose of his satisfying the sexual appetite, would be an act punishable under Section 377, IPC.	None
In Corpus Juris Secundum, Volume 81, op.	None
368370, the following comments have been made.	None
Words used in statutory definitions of the crime of Sodomy have been frequently construed as more comprehensive and as not depending on, or limited by the common law definition of the crime, at least as not dependent on the narrower definition of sodomy afforded by some of the common law authorities and are generally interpreted to include within their provisions all acts of unnatural copulation, whether with mankind or beast.	None
Other authorities, however, have taken a contrary view, holding that the words used in the statute are limited by the common law definition of the crime where the words of the statute themselves are not explicit as to what shall be included.	None
It is competent for the legislature to declare that the doing of certain acts shall constitute the crime against nature eventhough they would not have constituted that crime at common law, and the statutory crime against nature is not necessarily limited to the common law crime of sodomy, but in imposing a punishment for the common law crime it is not necessary for the legislature to specify in the statute the particular acts which shall constitute the crime.	None
Under statutes providing that whoever has carnal copulation with a beast, or in any opening of the body, except sexual parts, with another being, shall be guilty of sodomy, it has been held that the act of cunnilingus is not a crime, but that taking the male sex organ into the mouth is sodomy.	None
On the other hand, under such a statute it has been held that the crime of sodomy cannot be committed unless the sexual organ of accused is involved, but there is also authority to the contrary.	None
